author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total,ratio
Dorin Comaniciu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dorit Avrahami-Zilberbrand,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Dorothy Espelage,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Dou Shen,1,2,0,1,0,1,0,0,1,0,0,6,0.167
Doug Burger,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Doug Downey,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Doug Hains,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Dougal J. Sutherland,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Douglas B. Lenat,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Douglas E. Dow,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Douglas Eck,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Douglas H. Fisher,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Douglas Jordan,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Douglas L. Vail,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Douglas Stott Parker,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dov Monderer,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Dragomir R. Radev,0,0,0,0,1,0,0,0,1,0,0,2,0.500
Drew V. McDermott,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Driss Benhaddou,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dror Fried,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Dror Sholomon,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Du-Seong Chang,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Duane Szafron,1,0,0,0,1,2,0,0,0,0,0,4,0.000
Duc N. Nguyen,1,1,0,0,0,0,0,0,0,0,0,2,0.000
Duc Nghia Pham,0,1,0,0,0,1,0,0,0,0,0,2,0.000
Duc Thien Nguyen,0,0,0,0,0,0,0,2,0,0,1,3,0.333
Duen Horng Chau,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dumitru Erhan,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Dunbo Cai,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Dusica Marijan,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dusit Niyato,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dustin Arthur Smith,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Dustin Dannenhauer,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Dustin Morrill,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Duy-Tin Vo,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Duyun Chen,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dvir Falik,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Dwaipayan Roy,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dwight Krehbiel,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Dylan A. Shell,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ece Kamar,1,0,0,0,0,0,0,2,0,0,2,5,0.400
Eden Shalom Erez,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edgard Marx,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edith Elkind,1,2,0,2,2,2,1,2,2,2,4,20,0.400
Edith Hemaspaandra,1,1,0,1,0,0,0,1,0,0,1,5,0.200
Edith Law,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Edith Schonberg,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edmund H. Durfee,0,2,0,0,1,1,1,1,0,0,0,6,0.000
Edoardo Pignotti,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Eduard Eiben,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eduard H. Hovy,1,0,0,0,0,0,0,0,1,0,0,2,0.500
Eduardo Blanco 0002,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edward D. Thompson,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edward Hsiao,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Edward J. Golob,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edward J. Skiko,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edward Thomas,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edward W. Wild,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edward Wertz,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edward Y. Chang,0,0,0,0,0,1,0,0,1,1,0,3,0.667
Ee-Peng Lim,0,0,0,0,0,0,0,1,1,0,1,3,0.667
Egon Stemle,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Egor V. Kostylev,0,0,0,0,0,0,1,0,1,1,1,4,0.750
Ehsan Abbasnejad,0,0,0,0,0,1,0,0,2,0,0,3,0.667
Ehsan Elhamifar,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ehsan Nazerfard,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Eibe Frank,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eiichiro Sumita,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Eirini Kaldeli,0,0,0,0,1,0,0,0,0,0,0,1,0.000
El-Houssine Bouyakhf,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Elad Dokow,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Elad Liebman,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eldan Cohen,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eleanor G. Rieffel,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Eleazar Eskin,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Elem Güzel Kalayci,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elena Botoeva,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elena Kelareva,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Elena Simperl,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eleni Triantafillou,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eli Rata,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eli Upfal,1,0,0,0,0,0,0,0,0,1,0,2,0.500
Elias Bareinboim,0,0,0,0,2,1,1,1,1,0,1,7,0.286
Elias Boutros Khalil,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elias Fernández Domingos,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Elias Marcopoulos,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elias Vicari,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Eliezer Yudkowsky,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Elif Kürklü,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Elin Anna Topp,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elisa Cilia,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Elise Bonzon,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elizabeth A. Jensen,0,0,0,0,0,0,0,2,0,0,0,2,0.000
Elizabeth Bradley,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Elizabeth Burrows,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Elizabeth Denicola,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Elizabeth Sklar,0,0,0,0,2,0,0,0,0,0,0,2,0.000
Elizabeth Staruk,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Ella M. Atkins,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Ellen Riloff,0,1,0,0,0,1,0,0,0,2,0,4,0.500
Elliot Anshelevich,0,0,0,0,0,0,1,1,1,1,1,5,0.600
Elliot Meyerson,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Elsa Alves,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Emanuel Sallinger,0,0,0,0,0,0,0,1,0,0,1,2,0.500
Emanuelle Burton,0,0,0,0,0,0,0,0,1,1,1,3,1.000
Emil Keyder,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Emil Ragip Keyder,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Emilia Reed,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Emilie Featherston,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Emily M. Hand,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Emily Mower Provost,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Emily P. Anesta,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Emine Yilmaz,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Emma Bowring,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Emma Brunskill,1,0,0,1,0,0,0,1,2,1,3,9,0.667
Emma Rollon,1,0,0,1,0,0,0,0,0,0,0,2,0.000
Emmanouil Antonios Platanios,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Emmanuel Boidot,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Emmanuel Hadoux,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Emmanuel Hebrard,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Emmanuel Lassalle,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Emmanuel Prados,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Emmett Tomai,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Emre Yamangil,0,0,0,0,0,0,0,0,1,0,0,1,1.000
En Zhu,0,0,0,0,0,0,0,0,0,1,2,3,1.000
Endong Yang,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eneko Agirre,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eneldo Loza Mencía,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Enhong Chen,0,0,0,0,0,0,0,2,3,2,2,9,0.778
Eni Mustafaraj,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Enrico Giunchiglia,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Enrico H. Gerding,0,0,0,0,1,0,0,1,1,0,0,3,0.333
Enrico Malizia,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Enrico Marchioni,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Enrico Pilotto,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Enrico Pontelli,1,1,0,1,3,0,0,0,2,1,0,9,0.333
Enrico Santus,0,0,0,0,0,0,0,0,0,2,0,2,1.000
Enrique Fernández-González,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Enrique Frías-Martínez,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Enrique Munoz de Cote,0,0,0,2,0,0,0,0,0,1,0,3,0.333
Enrique-Daniel Zenteno-Jimenez,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Enze Zhou,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eoin O'Mahony,0,1,0,0,0,0,0,0,2,0,0,3,0.667
Eray Yildiz,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Erel Segal-Halevi,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Erez Karpas,0,0,0,1,0,0,1,0,1,1,2,6,0.667
Erheng Zhong,0,0,0,0,0,1,1,0,0,0,0,2,0.000
Eric A. Hansen,2,0,0,0,1,0,0,0,1,1,0,5,0.400
Eric Anyung Shieh,0,0,0,0,1,1,0,0,0,0,0,2,0.000
Eric B. Hekler,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eric Balkanski,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Eric Beaudry,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Eric Bier,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eric Brelsford,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Eric Doi,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eric Eaton,1,0,0,1,1,1,1,2,1,0,0,8,0.125
Eric Feron,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eric Foote,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eric Fosler-Lussier,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eric Gribkoff,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Eric Griffin Jackson,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eric Horvitz,0,1,0,1,0,2,1,2,0,0,5,12,0.417
Eric Huang,0,0,0,1,1,0,0,0,1,0,0,3,0.333
Eric I. Hsu,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Eric Jeffrey Peterson,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eric Lei,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eric Lofgren,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eric Nunes,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eric P. Xing,0,0,0,0,0,1,0,0,3,0,0,4,0.750
Eric Portman,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eric Price,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eric Ras,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eric Rice,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eric Shieh,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eric Sodomka,1,0,0,0,0,0,2,0,0,0,0,3,0.000
Eric Stix,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Eric T. Nalisnick,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eric Timmons,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Eric Wong,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Erik B. Sudderth,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Erik Berger,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Erik Cambria,0,0,0,0,0,1,0,1,1,0,0,3,0.333
Erik G. Schultink,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Erik Peter Zawadzki,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Erik R. Smith,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Erik Sandewall,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Erik Talvitie,0,0,0,0,0,0,0,0,4,0,1,5,1.000
Erika Blackburn-Verreault,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Erim Kardes,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Erin Keenan,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Erin Paeng,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Erion Plaku,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Erjin Zhou,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Erkun Yang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Ernest Davis,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Ernest Mwebaze,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Ernest Vincent Cross II,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ernesto Brau,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Ernesto Nunes,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Errin W. Fulp,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Errui Ding,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Erwin Walraven,0,0,0,0,0,0,0,0,0,1,2,3,1.000
Esben Rune Hansen,2,0,0,0,0,0,0,0,0,0,0,2,0.000
Esra Erdem,1,2,0,2,2,0,1,1,0,0,0,9,0.000
Esteban Abeyta,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Esteban León-Soto,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Estevam R. Hruschka Jr.,0,0,0,1,0,0,0,0,1,0,0,2,0.500
Esther Salazar,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ethan Andrew Burns,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Ethan Burns,0,0,0,1,1,0,0,0,0,0,0,2,0.000
Ethan Fast,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Ethan Frolich,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ethan L. Schreiber,0,0,0,0,1,0,0,1,0,0,0,2,0.000
Etienne Barnard,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Etkin Baris Ozgul,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Etsushi Fujita,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Eugene C. Freuder,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eugene Charniak,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Eugenia Ternovska,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eugenio Di Sciascio,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Eun Jung Kim 0002,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eun Yong Kang,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eunyoung Ha,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eva Onaindia,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Evan A. Krause,0,0,0,0,0,1,0,1,0,0,0,2,0.000
Evan Sultanik,1,2,0,0,0,0,0,0,0,0,0,3,0.000
Evan Wei Xiang,0,1,0,1,0,1,1,1,0,0,0,5,0.000
Evangelos Kanoulas,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Evangelos Markakis,0,0,0,1,0,1,0,1,2,0,0,5,0.400
Evangelos Pantazis,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Evdokia Nikolova,0,1,0,0,0,0,0,0,1,1,0,3,0.667
Eve Fabre,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Evgenii Balai,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Evgeniy Bart,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Evgeniy Gabrilovich,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Evgeny Kharlamov,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Evren Sirin,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Ewa Deelman,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Eyal Amir,2,1,0,0,0,2,1,1,1,0,0,8,0.125
Eyal Shnarch,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Eyke Hüllermeier,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Eytan Adar,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Fabian Buchwald,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Fabian Hadiji,0,0,0,1,0,0,2,0,0,0,0,3,0.000
Fabiana Lorenzi,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Fabien Mathieu,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Fabio Mercorio,0,0,0,0,0,0,0,0,0,2,0,2,1.000
Fabio Panozzo,0,0,0,0,0,1,1,1,0,0,0,3,0.000
Fabio Patrizi,1,0,0,1,0,0,0,0,0,1,1,4,0.500
Fabio Pianesi,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Fabio Ramos,0,0,0,0,0,1,0,0,1,1,0,3,0.667
Fabio T. Ramos,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Fabio Tozeto Ramos,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Fabio Vandin,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Fabrice Seguin,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Fabrizio Maria Maggi,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fabrizio Morbini,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Faezeh Ensan,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Fahiem Bacchus,2,1,0,1,0,1,0,2,0,0,0,7,0.000
Fahim Kawsar,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Faizan Javed,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Falk Lieder,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fan Wei,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Fan Wu 0006,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Fan Xie 0001,0,0,0,0,1,0,0,2,0,1,0,4,0.250
Fan Zhang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fan Zhu,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Fandong Zhang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fang Chen,0,0,0,0,0,0,0,0,0,2,0,2,1.000
Fang Liu,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Fang Wei 0001,1,1,0,0,0,0,0,0,0,0,0,2,0.000
Fang Wei-Kleiner,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Fang-Yi Yu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fangtao Li,0,0,0,1,0,0,1,2,0,0,0,4,0.000
Fangting Xia,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Fangxi Zhang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fangzhao Wu,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Fangzhen Lin,0,2,0,1,1,1,0,1,0,1,0,7,0.143
Fanhang Meng,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fanhua Shang,0,0,0,0,0,0,0,1,0,1,1,3,0.667
Fanjiang Xu,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Fanwei Zhu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Farzad Amirjavid,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Farzaneh Mirzazadeh,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Fatemeh Riahi,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Fatih Porikli,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fatiha Saïs,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Fatma Essghaier,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Federica Bisio,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Federico Cerutti,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Federico Heras,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Federico Pecora,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Federico Ulliana,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Federico Villa,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Fedor Shmarov,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Fedor V. Fomin,0,0,0,1,0,0,1,0,0,0,0,2,0.000
Fei Fang,0,0,0,0,0,1,0,2,1,3,0,7,0.571
Fei Mi,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Fei Sha,0,0,0,0,0,1,0,1,0,1,1,4,0.500
Fei Sun,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Fei Tian,0,0,0,0,0,0,0,2,1,0,0,3,0.333
Fei Wang,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Fei Wang 0001,1,4,0,0,3,0,0,0,2,0,4,14,0.429
Fei Wu 0001,0,0,0,1,0,0,2,0,2,1,0,6,0.500
Fei Wu 0003,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Fei Wu 0004,0,0,0,0,0,0,0,1,0,0,4,5,0.800
Fei Xu,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Fei-Fei Li,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Feida Zhu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Feifan Fan,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Feifei Li 0003,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Feifei Pan,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Feifei Ren,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Feifei Zhai,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Feilong Chen,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Feiping Nie,0,1,0,1,2,1,3,4,4,5,12,33,0.636
Feiyue Huang,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Feiyun Zhu,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Felip Many�,1,1,0,0,0,1,0,0,0,0,1,4,0.250
Felip Martí Carrillo,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Felipe Leno da Silva,0,0,0,0,0,0,0,0,0,0,3,3,1.000
Felipe Meneguzzi,0,0,0,0,0,1,1,0,0,0,1,3,0.333
Felix A. Fischer,1,1,0,0,0,1,0,0,0,0,0,3,0.000
Felix Brandt 0001,1,1,0,1,0,0,0,2,0,0,0,5,0.000
Felix Duvallet,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Felix Gonsior,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Felix Halim,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Felix Richter,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Felix Schmitt,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Femida Gwadry-Sridhar,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Femke Ongenae,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Fen Lin,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Feng Chen 0001,0,0,0,0,0,0,1,0,0,2,0,3,0.667
Feng Chen 0007,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Feng Jin,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Feng Liang,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Feng Liu,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Feng Pan,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Feng Wu,0,0,0,1,0,0,0,1,0,0,0,2,0.000
Feng Xu,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Feng Yan 0003,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Feng Zhang,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Fengyuan Zhu,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Feras Al Tarouti,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ferdinando Fioretto,0,0,0,0,0,0,0,0,1,2,0,3,1.000
Ferhan Türe,0,2,0,0,0,0,0,0,0,0,0,2,0.000
Fernando Fernández,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Fernando Gomez,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Fernando J. Von Zuben,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Fernando Ordóñez,0,2,0,1,2,0,0,0,0,0,0,5,0.000
Fernando Pereira,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Ferosh Jacob,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ferran Torrent-Fontbona,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Filip De Turck,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Filippo Bistaffa,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Finale Doshi-Velez,0,0,0,2,0,0,0,1,1,0,1,5,0.400
Florent Garcin,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Florent Teichteil-Königsbuch,0,0,0,0,1,1,1,2,0,0,0,5,0.000
Florent de Lamotte,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Florian Brandl,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Florian Geier,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Florian Nothdurft,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Florian Pecune,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Florian Pommerening,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Florian Wisser,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Floriana Di Pinto,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Florin Constantin,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Forrest Briggs,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Forrest Sheng Bao,0,0,0,0,2,2,0,0,1,0,0,5,0.200
Forrest W. Crawford,0,0,0,0,0,0,0,0,0,1,0,1,1.000
