author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total,ratio
Massimo Poesio,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Mastane Achab,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Masud Moshtaghi,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Masumi Inaba,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matan Gavish,0,0,0,0,1,0,0,0,0,0,1,2,0.500
Matei Zaharia,0,0,0,0,0,0,0,0,0,2,0,2,1.000
Matej Moravcik,0,0,0,0,0,0,0,1,1,1,0,3,0.667
Mateo Rojas-Carulla,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mateus Neves Barreto,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mateusz Krzysztof Tarkowski,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Mateusz Malinowski,0,0,0,0,0,0,0,1,0,0,1,2,0.500
Matey Neykov,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Mathew E. Diamond,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mathew Monfort,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Mathias Berglund,0,0,0,0,0,0,0,0,2,1,0,3,1.000
Mathias Breuss,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Mathias Bæk Tejs Knudsen,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mathias Drton,0,0,0,1,0,1,0,0,0,0,0,2,0.000
Mathias Lux,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Mathias Niepert,0,0,0,1,0,0,3,2,1,1,1,9,0.333
Mathieu Blondel,0,0,0,0,1,0,0,0,1,1,2,5,0.800
Mathieu Liedloff,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Mathieu Salzmann,0,0,0,2,0,0,0,0,0,1,2,5,0.600
Mathieu Sinn,0,0,0,0,0,2,0,0,1,0,0,3,0.333
Mathijs Michiel de Weerdt,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Mathijs de Weerdt,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Mathäus Dejori,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matjaz Jogan,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Mats Carlsson,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Mats Stafseng Einarsen,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matt Barnes,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matt Berlin,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matt Crane,0,0,0,0,0,0,1,0,0,0,1,2,0.500
Matt Duckham,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matt Gardner,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matt J. Kusner,0,0,0,0,0,0,0,1,1,1,2,5,0.800
Matt Jones,1,1,1,1,0,0,0,0,0,0,0,4,0.000
Matt Kaufman,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matt McNair,0,0,0,0,0,0,0,0,1,1,1,3,1.000
Matt Ocko,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matt Paduano,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matt Perkins,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matt Post,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matt Uyttendaele,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matt Walker,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Matt Wytock,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Mattan Winaver,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matteo Carandini,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matteo Catena,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matteo Hessel,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matteo Leonetti,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matteo Lombardi,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matteo Papini,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matteo Pirotta,0,0,0,0,0,0,1,0,1,1,4,7,0.857
Matteo Riondato,0,0,0,0,0,0,0,0,2,2,0,4,1.000
Matteo Ruffini,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matteo Turchetta,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Matthai Philipose,1,1,0,0,0,0,0,1,0,0,0,3,0.000
Matthew A. Kayala,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matthew A. Smith,0,0,0,1,0,0,0,0,0,0,1,2,0.500
Matthew B. Blaschko,0,1,1,1,0,1,1,0,0,1,0,6,0.167
Matthew Betts,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew Botvinick,0,1,0,0,1,1,0,1,0,0,0,4,0.000
Matthew Brand,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthew Brown,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Matthew Burgess,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew C. Dirks,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthew C. Gombolay,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew C. Schmidt,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Matthew Chalk,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew Christy,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew Conway,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew Coudron,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Matthew D. Hoffman,1,0,0,1,0,0,0,0,0,0,0,2,0.000
Matthew D. McLure,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew D. Zeiler,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matthew Davidow,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthew E. Taylor,3,0,0,1,0,0,0,2,1,1,2,10,0.400
Matthew Edmund Taylor,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew Ekstrand-Abueg,0,0,0,0,0,0,2,0,0,0,0,2,0.000
Matthew Eric Otey,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matthew Evans Klenk,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Matthew F. Der,0,0,0,0,0,1,0,1,0,0,0,2,0.000
Matthew Faulkner,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matthew Gardner,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew Gaudet,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Matthew Gerrior,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Matthew Gingerich,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew H. Wilder,0,0,1,1,0,0,0,0,0,0,0,2,0.000
Matthew Harrison-Trainor,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthew Hatem,0,0,0,0,1,0,2,1,1,0,0,5,0.200
Matthew Heston,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew Hinds-Aldrich,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew Hirn,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthew Horridge,0,0,0,1,0,1,0,0,0,0,0,2,0.000
Matthew J. Daigle,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matthew J. Hausknecht,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Matthew J. Johnson 0002,0,0,0,0,0,0,1,0,1,1,0,3,0.667
Matthew J. Rattigan,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matthew J. Streeter,2,1,2,1,0,1,0,1,0,0,0,8,0.000
Matthew Johnson,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew Johnson 0003,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew Joseph,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew Kelly,0,2,0,0,0,0,0,0,0,0,0,2,0.000
Matthew Kerr,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew King,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Matthew Kitching,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matthew Klenk,1,1,0,2,0,1,0,0,0,0,0,5,0.000
Matthew L. Ginsberg,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matthew Lai,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew Lawlor,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Matthew Le,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Matthew Lease,0,0,1,0,3,3,0,1,0,1,1,10,0.200
Matthew Loper,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Matthew Malloy,0,0,0,0,0,0,0,1,0,0,1,2,0.500
Matthew Marge,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matthew Marzilli,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matthew Miller,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthew Mitsui,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Matthew Molineaux,0,0,0,2,0,0,0,1,0,0,0,3,0.000
Matthew P. Johnson,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthew P. Wilkins,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthew Patton,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew Paul Johnson,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Matthew Pointon,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthew R. G. Brown,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthew R. Gormley,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthew R. Scott,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Matthew R. Walter,0,0,0,0,1,0,0,0,0,1,1,3,0.667
Matthew Reardon,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Matthew Richardson,0,2,1,0,1,2,0,0,1,0,0,7,0.143
Matthew Rothstein,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthew Spradling,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthew Stagitis,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Matthew Staib,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Matthew T. Harrison,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Matthew Titsworth,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Matthew Urry,0,0,1,1,0,0,0,0,0,0,0,2,0.000
Matthew Valeriote,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthew W. Bilotti,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matthew W. Hoffman,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Matthew W. Johnson,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthew Weiden,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Matthew Williams,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Matthias Baaz,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthias Bauer,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthias Behmann,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthias Bethge,3,1,4,1,0,1,0,0,2,0,1,13,0.231
Matthias Broecheler,0,1,0,1,0,1,0,0,0,0,0,3,0.000
Matthias Buchetics,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Matthias Feurer,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Matthias Gallé,0,0,0,0,0,0,1,0,1,0,0,2,0.500
Matthias Grossglauser,0,0,0,0,1,0,0,0,1,0,0,2,0.500
Matthias H. J. Munk,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthias Hagen,0,0,0,1,0,1,1,0,0,0,1,4,0.250
Matthias Hein,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthias Hein 0001,1,2,2,2,2,0,2,1,3,2,0,17,0.294
Matthias Kaschube,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Matthias Knorr,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthias Krauledat,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthias Lutter,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthias Petri,0,0,0,0,0,1,0,1,1,0,0,3,0.333
Matthias Poloczek,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Matthias Renz,0,0,1,0,0,0,0,1,0,0,0,2,0.000
Matthias Reumann,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Matthias Robine,0,0,1,0,1,0,0,0,0,0,0,2,0.000
Matthias Rupp,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Matthias Rüdiger,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthias S. Keil,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matthias S. Reichenbach,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthias Scheutz,0,0,0,1,0,1,2,1,1,3,0,9,0.444
Matthias Schubert,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthias Thimm,0,0,0,1,0,0,0,1,0,2,0,4,0.500
Matthias W. Seeger,1,2,1,0,0,0,0,0,0,1,0,5,0.200
Matthias Weidlich,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Matthias Westphal,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthias Zwicker,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Matthias Zytnicki,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Matthias Zöhrer,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthieu Cord,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Matthieu Courbariaux,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Matthieu Devin,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Matthieu Geist,0,0,0,0,0,1,0,1,0,0,2,4,0.500
Matthieu Guillaumin,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthieu Kowalski,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Matthieu Morel,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Matthijs T. J. Spaan,0,0,0,0,1,1,1,1,1,2,2,9,0.556
Matthijs van Leeuwen,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Matthäus Kleindessner,0,0,0,0,0,0,0,1,0,0,1,2,0.500
Matti Järvisalo,0,1,0,0,0,1,0,2,0,2,2,8,0.500
Mattia Medina Grespan,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Mattias Höglund,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Matus J. Telgarsky,0,0,0,0,0,0,0,1,0,0,1,2,0.500
Matus Telgarsky,0,0,0,0,1,0,2,0,1,1,1,6,0.500
Matías Tealdi,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Maura R. Grossman,0,0,0,0,0,0,0,1,2,1,2,6,0.833
Maureen Clerc,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Maureen Donnelly,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Maureen Dostert,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Maurice Bruynooghe,1,1,0,0,0,1,0,0,0,0,0,3,0.000
Maurice Pagnucco,0,0,0,0,0,2,0,3,1,0,0,6,0.167
Maurice van Keulen,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Mauricio A. �lvarez,0,1,0,1,0,0,0,0,0,0,1,3,0.333
Mauricio Araya-López,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Mauricio Araya-Polo,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Mauricio Chiazzaro,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Mauricio Marín,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Mauricio Oyarzún,0,0,0,0,0,1,1,0,0,0,0,2,0.000
Mauricio Quezada,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Maurilio Gutzeit,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Maurizio Filippone,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Maurizio Lenzerini,1,2,0,1,1,1,0,1,0,2,0,9,0.222
Maurizio Mancini,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Maurizio Patrignani,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Maurizio Tesconi,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Mauro Brunato,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Mauro Coletto,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Mauro Javier Gómez Lucero,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Mauro Scanagatta,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Mauro Sozio,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Mauro Vallati,0,0,0,0,0,0,0,1,1,2,0,4,0.750
Mausam,0,1,0,3,1,3,0,0,0,2,0,10,0.200
Max Goldman,0,0,2,0,0,0,0,0,0,0,0,2,0.000
Max Hinne,0,0,1,0,0,0,0,0,0,0,1,2,0.500
Max Jaderberg,0,0,0,0,0,0,0,0,1,1,1,3,1.000
Max Kramer 0001,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Max L. Wilson,0,0,0,0,0,0,1,0,1,0,0,2,0.500
Max Lee Tucker,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Max Lin,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Max Ostrowski,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Max Sagebaum,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Max Simchowitz,0,0,0,0,0,0,0,0,0,2,1,3,1.000
Max Tegmark,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Max Vladymyrov,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Max Welling,3,3,0,2,1,1,1,1,3,1,2,18,0.333
Max Wilson,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Maxim Binshtok,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Maxim Egorov,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Maxim Grechkin,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Maxim Likhachev,0,1,0,0,1,2,1,0,0,0,0,5,0.000
Maxim N. Grinev,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Maxim Rabinovich,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Maxim Raginsky,0,1,1,0,1,0,0,0,0,0,2,5,0.400
Maxim Zhukovskiy,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Maxime Clement,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Maxime Guériau,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Maxime Sangnier,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Maximilian Alber,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Maximilian Balandat,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Maximilian Beinhofer,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Maximilian Eibl,0,0,0,0,1,0,0,0,0,0,1,2,0.500
Maximilian Katzmann,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Maximilian Mair,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Maximilian Michel,0,0,0,0,0,1,1,0,0,0,0,2,0.000
Maximilian Nickel,0,0,0,0,0,0,0,1,0,1,1,3,0.667
Maximiliano Celmo Budán,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Maxine Eskénazi,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Maxine Frank,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Maxwell D. Collins,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Maxwell Svetlik,0,0,0,0,0,0,0,0,0,0,1,1,1.000
May Hiu-Chun Woo,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Maya Barnea,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Maya Cakmak,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Maya R. Gupta,0,0,1,1,0,1,0,0,0,4,1,8,0.625
Maya Ramanath,0,0,0,1,0,1,0,0,0,0,0,2,0.000
Maya Sappelli,0,0,0,0,0,0,2,0,0,0,0,2,0.000
Mayank Kabra,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Mayank Kejriwal,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Mayank Lahiri,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Mayank Singh,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mayssam Sayyadian,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Maytal Bremer,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Maytal Saar-Tsechansky,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mayu Iwata,0,0,0,0,0,1,3,0,0,0,0,4,0.000
Mayumi Toshima,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Mayur Naik,0,0,0,1,0,0,0,0,0,1,0,2,0.500
Mayur Thakur,0,0,0,0,0,0,1,0,0,1,0,2,0.500
Mayuri Duggirala,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Mazen Melibari,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Maziar Sanjabi,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Mbathio Diagne,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Md Masudur Rahman,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Md. Abdul Kader,0,0,0,0,0,0,0,0,0,2,0,2,1.000
Md. Hedayetul Islam Shovon,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Md. Kamrul Hasan,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Meelis Kull,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Meena Nagarajan,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Meenakshi Nagarajan,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Meenal Chhabra,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Meesun Song,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Meg Pirrung,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Megan M. Olsen,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Megan Smith,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Megasthenis Asteris,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Meghana Deodhar,1,0,1,0,0,0,0,0,0,0,0,2,0.000
Meghna Lowalekar,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Meghyn Bienvenu,1,3,0,3,0,2,0,2,0,2,0,13,0.154
Mehdi Dastani,2,1,0,0,0,0,1,0,0,0,0,4,0.000
Mehdi Fatemi,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mehdi Garakani,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Mehdi Hafezi Manshadi,0,0,0,1,0,0,1,0,0,0,0,2,0.000
Mehdi Hosseini,0,0,1,0,0,1,0,0,0,0,0,2,0.000
Mehdi Keramati,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Mehdi Mirza,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Mehdi Sajjadi,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Mehdi Samadi,0,1,0,0,0,1,1,0,1,1,0,5,0.400
Mehmet A. Orgun,0,0,0,1,1,1,0,1,0,0,0,4,0.000
Mehmet Gönen,0,0,0,0,0,0,0,2,0,0,0,2,0.000
Mehmet K. Muezzinoglu,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Mehmet Koyutürk,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Mehmet Yigit Yildirim,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Mehran Bozorgi,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Mehran Javanmardi,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Mehran Sahami,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Mehrdad Farajtabar,0,0,0,0,0,0,0,1,2,2,3,8,0.875
Mehrdad Ghadiri,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Mehrdad Mahdavi,0,0,0,0,0,3,5,0,2,0,0,10,0.200
Mehrdad Nojoumian,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Mehrdad Oveisi,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Mehrdad Yazdani,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Mehrtash Harandi,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Mehryar Mohri,2,3,5,1,0,2,1,3,4,5,3,29,0.414
Mehul Bhatt,0,0,0,0,0,0,4,1,0,2,0,7,0.286
Mehul Parsana,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Meichun Hsu,0,0,0,0,0,0,2,0,0,0,0,2,0.000
Meiguang Jin,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Meihong Wang,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Meihong Zheng,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Meilin Liu,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Meilun Li,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Meinard Müller,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Meinolf Sellmann,1,1,0,1,1,1,0,2,1,0,1,9,0.222
Meir Goldenberg,0,0,0,0,1,1,0,0,0,0,0,2,0.000
Meir Kalech,0,0,0,0,1,2,0,1,1,2,1,8,0.500
Meire Fortunato,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Meisam Razaviyayn,0,0,0,0,0,0,0,1,1,0,1,3,0.667
Meishan Hu,0,2,0,0,0,0,0,0,0,0,0,2,0.000
Meishan Zhang,0,0,0,0,0,0,0,0,0,4,0,4,1.000
Melania Degerattu,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Melanie Gnasa,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Melanie J. I. Müller,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Melanie Winkler,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Melih Abdulhayoglu,0,0,0,0,1,0,0,0,0,0,1,2,0.500
Melika Abolhassani,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Melinda Darby Dyar,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Melinda Han Williams,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Melisachew Wudage Chekol,0,0,0,0,0,1,0,0,0,1,1,3,0.667
Melissa Ailem,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Melissa Dalis,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Melissa Kowalczyk,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Melissa Roemmele,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Melissa Sader,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Melvin Gauci,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Melvin Low,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Menachem Fromer,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Meng Chang Chen,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Meng Cui,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Meng Fang,0,0,0,0,0,1,0,2,0,2,0,5,0.400
Meng Hu,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Meng Jiang,0,0,0,0,0,0,0,2,0,2,3,7,0.714
Meng Liu,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Meng Qu,0,0,0,0,0,0,0,1,1,2,1,5,0.800
Meng Sha,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Meng Wang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Meng Wang 0001,0,0,2,0,3,1,1,0,1,1,0,9,0.222
Meng Yang,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Meng Zhang,0,0,0,0,0,0,0,0,0,1,1,2,1.000
