author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total,ratio
Clinton T. Moore,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Clément Carbonnel,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Clément Lecat,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Codruta Liliana Gîrlea,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Cody Buntain,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Cody L. Moser,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Colin Allen,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Colin M. Beale,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Colin M. Messinger,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Colin McMillen,1,1,0,0,0,0,0,0,0,0,0,2,0.000
Colin Raffel,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Colin Reimer Dawson,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Colin Wei,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Colin Wilkie,0,0,0,0,0,0,1,0,0,1,0,2,0.500
Colleen Alkalay-Houlihan,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Colleen McCue,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Collin Bennett,0,0,0,1,0,0,0,0,0,1,0,2,0.500
Collin Horvat,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Colm O'Riordan,1,0,2,0,1,0,0,1,0,0,0,5,0.000
Cong Fang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Cong Leng,0,0,0,0,0,0,0,2,0,1,0,3,0.333
Cong Liu 0001,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Cong Ma,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Cong Xie,0,0,0,0,0,0,0,0,0,2,0,2,1.000
Cong Yu 0001,0,1,0,1,0,1,0,1,0,1,0,5,0.200
Cong Zhao,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Cong-Nguyen Tran,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Congfu Xu,0,0,0,0,1,0,0,1,0,1,0,3,0.333
Congle Zhang,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Conglei Shi,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Congyan Lang,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Conny Junghans,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Conor McGann,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Conor Ryan,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Conrad Lee,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Conrad Murphy,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Constantin A. Rothkopf,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Constantin Ilasca,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Constantine Dovrolis,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Constantino González-Salazar,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Constantinos Dimopoulos,0,0,0,0,0,0,1,0,0,1,0,2,0.500
Constantinos Papatheodorou,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Corey Lynch,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Corey W. Arnold,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Corina Florescu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Corina Graif,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Corina S. Pasareanu,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Corinna Breitinger,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Corinna Cortes,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Corinne Lucet,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Cornelia Caragea,0,0,0,0,0,1,0,2,0,3,1,7,0.571
Cornelia Fermüller,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Cornelia Schiketanz,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Cornelis Jan van Leeuwen,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Cory Cohen,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Cory D. Kidd,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Cory Kirk,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Cosmin Adrian Bejan,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Costas J. Spanos,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Courtney D. Corley,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Craig A. Knoblock,0,0,0,0,1,1,0,0,0,0,0,2,0.000
Craig A. N. Soules,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Craig A. Tovey,0,1,0,2,0,0,0,0,0,1,0,4,0.250
Craig Baldwin,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Craig Boutilier,2,2,0,3,2,1,1,4,2,0,0,17,0.118
Craig Harman,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Craig MacDonald,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Craig Macdonald,1,4,5,0,5,6,3,1,6,5,1,37,0.324
Craig Markusic,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Craig Martell,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Craig McNulty,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Craig Reilly,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Craig Versek,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Craig Western,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Craig Willis,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Crisel Suarez,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Cristian Cadar,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Cristian Danescu-Niculescu-Mizil,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Cristian Rossi,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Cristina Conati,1,0,0,0,0,0,0,0,2,0,0,3,0.667
Cristina Feier,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Cristina Ioana Muntean,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Cristina Ribeiro 0001,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Cristina Videira Lopes,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Cristián Madrigal-Mora,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Cristopher Moore,0,0,0,0,1,0,1,0,0,0,0,2,0.000
Cristover Lopes,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Crystal Cody,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Crystal Maung,0,0,0,0,0,0,0,0,1,2,2,5,1.000
Crystal Redman,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Csaba Szepesvári,0,0,0,0,0,1,0,0,2,2,0,5,0.800
Cuili Yao,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Cuiling Lan,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Cuiping Li,0,0,0,1,0,1,0,0,0,0,0,2,0.000
Cuixia Gao,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Cullen Bash,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Cun Mu,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Cun-Hui Zhang,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Curtis E. Dyreson,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Curtis Onuczko,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Curtis R. Pickering,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Cynthia Breazeal,1,2,0,0,0,0,0,0,1,1,0,5,0.400
Cynthia Dwork,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Cynthia Matuszek,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Cynthia Perez,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Cynthia Rudin,0,0,0,0,0,0,5,2,0,1,2,10,0.300
Cyril Furtlehner,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Cyril Goutte,0,1,0,2,0,1,0,0,0,0,0,4,0.000
Cyril J. Stark,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Cyril Laurier,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Cyril Leung,0,0,0,0,0,0,0,0,1,3,2,6,1.000
Cyril Pain-Barre,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Cyril Terrioux,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Cyrill Stachniss,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Cyrus Shahabi,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Cèsar Fernández,1,1,0,0,0,1,0,0,0,0,0,3,0.000
Cécile Germain-Renaud,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Cédric Archambeau,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Cédric Rose,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Céline Robardet,0,1,0,0,0,0,1,0,0,0,0,2,0.000
Céline Rouveirol,0,0,0,0,1,0,0,0,0,0,0,1,0.000
D. Chris Rayner,0,0,0,0,1,0,0,0,0,0,0,1,0.000
D. L. Thomas,1,0,0,0,0,0,0,0,0,0,0,1,0.000
D. Sculley,2,0,1,1,1,0,0,0,0,0,3,8,0.375
D. Sivakumar,0,0,0,0,0,1,0,0,0,0,0,1,0.000
D. T. Lee,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Da Cao,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Da Kuang,0,0,0,0,0,0,1,0,1,0,0,2,0.500
Da Yan,0,0,0,0,0,0,1,0,0,1,0,2,0.500
Da-Wei Wang,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daan Bloembergen,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daan Fierens,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daan Odijk,0,0,0,0,0,0,2,0,1,1,0,4,0.500
Daby M. Sow,0,0,0,0,0,0,0,0,3,0,0,3,1.000
Dacheng Tao,0,0,0,2,0,1,3,5,4,9,8,32,0.656
Dae Hoon Park,0,0,0,0,0,0,0,0,2,1,1,4,1.000
Dae Hyun Lee,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dafna Shahaf,0,0,1,2,0,1,1,0,1,0,1,7,0.286
Dag Schmidtke,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Dah Ming Chiu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dahua Lin,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Dai Zhang,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daisuke Hatano,0,0,0,0,0,0,0,0,2,0,2,4,1.000
Daisuke Ikeda,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Daisuke Kawai,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daisuke Nakamura,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daisuke Takahashi,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daisuke Takuma,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daixin Wang,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daizhuo Chen,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Dakan Wang,0,0,2,0,0,0,0,0,0,0,0,2,0.000
Dakshi Agrawal,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Dale A. Brajczuk,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Dale Schuurmans,0,0,0,0,2,0,0,1,1,0,0,4,0.250
Dale Visser,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dale Webster,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daling Wang,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Damiano Spina,0,0,0,0,0,1,0,1,2,0,0,4,0.500
Damien Jose,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Damien O'Malley,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Damien Sulla-Menashe,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Damir Doszhan,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Damla Turgut,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Damon McCoy,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dan A. Simovici,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Dan Cerys,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dan Cosley,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Dan Feldman,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dan Feng,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Dan Frankowski,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dan Garant,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dan Garrette,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dan Goldwasser,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Dan He,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Dan Klein,2,0,0,0,1,0,0,0,0,0,0,3,0.000
Dan Kushnir,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Dan Liu,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Dan Luu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dan Morris,1,1,0,1,0,0,0,0,0,0,0,3,0.000
Dan Olteanu,0,0,0,0,0,1,0,1,0,1,0,3,0.333
Dan Pelleg,0,0,0,0,1,0,0,0,2,1,0,4,0.750
Dan Preston,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Dan Roth,0,4,0,0,2,0,2,1,3,1,2,15,0.400
Dan Sommerfield,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Dan Steinberg,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Dan Suciu,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Dan Tappan,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Dan Tecuci,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Dan Ventura,0,2,0,0,0,0,0,0,0,1,0,3,0.333
Dan Wu,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Dan Zhang,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Dan Zhang 0007,0,1,1,0,4,0,2,0,0,0,0,8,0.000
Dan Zigmond,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Dana H. Ballard,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Dana L. Penney,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Dana Morin,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dana S. Nau,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Danai Koutra,0,0,0,0,0,1,1,0,1,0,1,4,0.500
Dandan Song,0,0,0,0,1,0,0,0,1,1,0,3,0.667
Danfeng (Daphne) Yao,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dang The Anh,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dang Tuan Nhon,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Dang-Vien Tran,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel Alabi,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Andrew Huntley,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel B. Neill,0,1,0,0,0,0,0,1,0,0,0,2,0.000
Daniel Bahls,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Balchev,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Bauer,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel Boley,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel Borrajo,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Bossle,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniel Bryce,0,0,0,0,0,1,1,0,2,2,0,6,0.667
Daniel Crabtree,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Daniel D. Corkill,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel D. Lee,0,0,0,1,1,0,0,1,0,1,0,4,0.250
Daniel Dahlmeier,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Dajun Zeng,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel Damir Harabor,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel David Walker,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Davies,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniel Diaz,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniel E. Rose,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daniel Emerson,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel Fink,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel G. Bobrow,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daniel G. Shapiro,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Garijo,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Gildea,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Daniel Golovin,2,0,0,0,1,0,1,0,0,0,1,5,0.200
Daniel Gruhl,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Daniel Halperin,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniel Hansch,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Harabor,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniel Hasan Dalip,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel Honbo,0,0,0,0,0,2,0,0,0,0,0,2,0.000
Daniel Huang,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel Höller,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniel J. Abadi,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel J. Fremont,0,0,0,0,0,0,0,1,0,1,1,3,0.667
Daniel J. Geschwender,0,0,0,0,0,0,1,0,1,0,0,2,0.500
Daniel J. Liebling,0,1,0,0,0,1,0,0,0,0,0,2,0.000
Daniel J. Mankowitz,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Daniel Jiwoong Im,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Daniel Kang,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daniel Keren,0,0,0,0,0,0,0,0,1,1,1,3,1.000
Daniel Khashabi,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel Kifer,0,0,0,1,0,0,0,0,2,1,1,5,0.800
Daniel Knox,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel Kudenko,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daniel L. Kovacs,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel Le Berre,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Lokshtanov,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Daniel Lowd,0,0,0,0,1,0,1,1,0,2,0,5,0.400
Daniel Lucas Thompson,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Daniel M. Herzig,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel M. Reeves,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Daniel M. Russell,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel Mahler,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Daniel Marcu,0,0,0,0,0,0,0,0,0,2,1,3,1.000
Daniel Martin,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel McFarlane,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Daniel Meyer-Delius,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daniel Morwood,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daniel N. Hill,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Daniel Newburger,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Nikolaev Nikovski,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel Oblinger,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Olsher,0,0,0,0,0,1,0,1,0,0,0,2,0.000
Daniel P. Huttenlocher,0,1,0,0,0,1,0,0,0,0,0,2,0.000
Daniel P. McCloskey,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel P. Siewiorek,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Packard,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Daniel Paurat,0,0,0,0,1,1,0,0,0,0,0,2,0.000
Daniel Peebles,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Daniel Preotiuc-Pietro,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel R. Figueiredo,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel R. Masys,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daniel R. Schlegel,0,0,0,0,0,0,2,1,1,0,0,4,0.250
Daniel R. Sheldon,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel Ramage,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Daniel S. Farenzena,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Daniel S. Weld,0,4,0,3,1,4,0,0,0,1,0,13,0.077
Daniel Sheldon,0,0,0,0,0,1,0,1,0,2,1,5,0.600
Daniel Silva,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Sánchez 0006,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel T. J. Backhausen,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daniel T. Zhang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Ting,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Daniel Tsvetkov,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daniel Tunkelang,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daniel Urieli,0,0,0,0,1,1,0,1,0,2,0,5,0.400
Daniel Valcarce,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Daniel Vanderpooten,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Vaz,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniel Wagner,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Daniel Weinland,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Daniel Whiteson,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Daniel Xavier de Sousa,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniel de Leng,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniela M. Witten,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daniela Rus,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daniele Magazzeni,0,0,0,0,0,0,0,1,0,4,0,5,0.800
Daniele Nardi,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniele Pantaleone,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daniele Porello,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Daniele Theseider Dupré,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Danielle L. Booth,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Danielle S. McNamara,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Danijel Skocaj,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Danil Nemirovsky,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Danilo Bruno,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Danilo Croce,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Danny Crookes,0,0,0,0,0,1,0,1,0,0,0,2,0.000
Danny Heinrich,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Danny Munera,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Danny Puller,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Danny Shapiro,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Danny Wyatt,0,1,0,1,0,0,0,0,0,0,0,2,0.000
Danny Yuxing Huang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Danny Zhu,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Danushka Bollegala,0,0,0,0,1,2,0,0,1,1,0,5,0.400
Danuta Sorina Chisca,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dany Fortin-Simard,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Danyang Chen,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Danyel Fisher,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Daodao Zhang,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Daoqiang Zhang,0,1,0,0,0,0,0,0,0,0,1,2,0.500
Daoud Clarke,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daphne Koller,0,0,0,0,0,0,1,0,1,0,0,2,0.500
Daqing He,0,1,0,0,0,1,1,1,0,0,2,6,0.333
Dara Curran,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Daria Sorokina,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Daria Stepanova 0001,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Daria Terekhov,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Darius Braziunas,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Daron Green,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Darrell Hoy,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Darrell Whitley,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Darren Gergle,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Darren Wei Che Huang,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Darryl Langley,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Darwin G. Caldwell,0,0,0,0,0,0,2,0,0,0,0,2,0.000
Darya Filippova,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Daryl Pregibon,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Darío Garigliotti,0,0,0,0,0,0,0,0,0,0,3,3,1.000
Dashun Wang,0,0,0,0,1,0,0,2,0,0,0,3,0.000
Dat P. T. Nguyen,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Datong Chen,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Dave Fuhry,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Dave Schneider,0,0,0,0,0,0,0,0,1,0,0,1,1.000
David A. Bader,0,0,0,0,0,0,1,0,0,0,0,1,0.000
David A. Bell,0,1,0,0,0,0,0,0,0,0,0,1,0.000
David A. Broniatowski,0,0,0,0,0,0,0,0,1,0,0,1,1.000
David A. Clifton,0,0,0,0,0,0,0,0,1,0,0,1,1.000
David A. Cohen,0,0,0,0,0,0,0,0,1,0,0,1,1.000
David A. Hanauer,0,0,0,0,1,0,0,0,0,0,0,1,0.000
David A. Huffaker,0,0,0,1,0,0,0,0,0,0,0,1,0.000
David A. Joyner,0,0,0,0,0,0,0,0,0,1,0,1,1.000
David A. McGrew,0,0,0,0,0,0,0,0,0,1,1,2,1.000
David A. Meyer,0,0,0,0,0,0,0,0,2,0,0,2,1.000
David A. Smith,0,0,1,0,0,1,0,0,1,1,0,4,0.500
David A. Torres,1,0,0,0,0,0,0,0,0,0,0,1,0.000
David Abel,0,0,0,0,0,0,0,0,0,1,0,1,1.000
David Adamson,0,0,0,0,0,0,0,0,0,0,1,1,1.000
David Allouche,0,0,0,0,0,1,0,0,0,0,0,1,0.000
David Andersen,0,0,1,0,0,0,0,0,0,0,0,1,0.000
David Andrzejewski,0,0,0,0,1,0,0,0,0,0,0,1,0.000
David Applegate,0,0,0,0,1,0,0,0,0,0,0,1,0.000
David Atkinson,0,0,0,0,0,0,0,0,1,0,0,1,1.000
David B. Cooper,1,0,0,0,0,0,0,0,0,0,0,1,0.000
David B. Lobell,0,0,0,0,0,0,0,0,0,1,1,2,1.000
