author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total,ratio
Doron Cohen,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dorota Glowacka,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Dorothea Wiesmann,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Dorothy Espelage,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Dotan Di Castro,0,1,0,0,0,0,1,0,0,0,0,2,0.000
Dou Shen,2,2,1,2,0,1,1,0,2,0,0,11,0.182
Doug Burger,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Doug Downey,1,1,0,0,0,2,0,1,0,0,2,7,0.286
Doug Hains,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Doug Sharp,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dougal J. Sutherland,0,0,0,0,0,1,1,0,0,1,0,3,0.333
Dougal Maclaurin,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Douglas B. Lenat,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Douglas Dowie,0,0,0,0,0,2,0,0,0,0,0,2,0.000
Douglas E. Dow,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Douglas E. Sturim,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Douglas Eck,1,0,1,0,0,0,0,0,0,0,1,3,0.333
Douglas H. Fisher,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Douglas J. Slotta,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Douglas Jordan,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Douglas L. Vail,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Douglas Lanman,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Douglas R. Heisterkamp,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Douglas Roossien,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Douglas Salane,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Douglas Stott Parker,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Douglas Stott Parker Jr.,0,1,0,1,0,0,0,0,0,0,0,2,0.000
Douglas Summers-Stay,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Douglas Turnbull,1,0,3,0,0,1,0,0,0,0,0,5,0.000
Douglas W. Cunningham,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Douglas W. Oard,3,1,2,0,0,2,2,1,2,1,2,16,0.312
Douwe Kiela,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dov Monderer,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Doyen Sahoo,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Dragan Doder,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dragan Milchevski,0,0,0,0,0,0,0,1,0,2,0,3,0.667
Dragoljub Pokrajac,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Dragomir Anguelov,1,0,0,0,0,0,0,2,1,0,1,5,0.400
Dragomir R. Radev,0,0,0,1,1,0,0,0,1,0,0,3,0.333
Dragomir Yankov,1,0,0,0,0,0,1,0,0,0,1,3,0.333
Dragos C. Anastasiu,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Dragos Datcu,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Drew Bagnell,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Drew Conway,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Drew Steedly,0,0,0,1,1,0,0,0,0,0,0,2,0.000
Drew V. McDermott,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Dries Hulens,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Driss Aboutajdine,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Driss Benhaddou,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dror Aiger,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Dror Fried,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Dror Sholomon,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Du Tran,0,0,0,0,1,1,0,0,0,1,0,3,0.333
Du-Seong Chang,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Du-Sik Park,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Duan Tran,1,0,0,0,1,0,0,0,0,0,0,2,0.000
Duane Szafron,1,0,0,0,2,3,0,0,0,0,0,6,0.000
Duangmanee Putthividhya,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Duarte Gonçalves,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Duc N. Nguyen,1,1,0,0,0,0,0,0,0,0,0,2,0.000
Duc Nghia Pham,0,1,0,0,0,1,0,0,0,0,0,2,0.000
Duc Thanh Nguyen,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Duc Thanh Tran,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Duc Thien Nguyen,0,0,0,0,0,0,0,2,0,0,2,4,0.500
Duc-Son Pham,0,2,0,0,0,1,0,0,0,0,0,3,0.000
Duen Horng Chau,0,0,0,0,1,1,1,1,0,2,0,6,0.333
Dumitru Erhan,0,1,0,0,0,0,1,1,2,1,1,7,0.571
Dun Liang,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dunbo Cai,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Duncan A. J. Blythe,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Duncan J. Watts,0,1,2,0,0,0,0,0,0,0,0,3,0.000
Duncan McDougall,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Duncan P. Robertson,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Duncan Watts,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dunja Mladenic,0,1,1,0,0,0,0,0,0,0,0,2,0.000
Duo Ding,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Duo Zhang,0,1,0,1,0,0,1,0,0,0,0,3,0.000
Duokun Zhang,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Duong Chi Thang,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dusica Marijan,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dusit Niyato,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dustin Arthur Smith,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Dustin Dannenhauer,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Dustin Hillard,0,0,1,1,0,0,0,0,0,0,0,2,0.000
Dustin Lang,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dustin Morley,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dustin Morrill,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Dustin Schwenk,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dustin Tran,0,0,0,0,0,0,0,0,1,1,2,4,1.000
Duy M. H. Nguyen,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Duy Nguyen-Tuong,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Duy Quang Vu,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Duy-Dinh Le,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Duy-Nguyen Ta,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Duy-Tin Vo,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Duygu Ceylan,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Duygu Ucar,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Duyun Chen,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dvir Falik,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Dwaipayan Roy,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Dwight Crow,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Dwight Krehbiel,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Dylan A. Shell,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dylan A. Simon,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Dylan Campbell,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dylan Festa,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Dylan Hadfield-Menell,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Dylan J. Foster,0,0,0,0,0,0,0,0,1,1,3,5,1.000
Dzhoshkun I. Shakir,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dzmitry Bahdanau,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Dzung Hong,0,0,0,1,1,1,1,0,0,0,0,4,0.000
Dávid Pál,1,1,1,1,1,0,0,0,0,3,0,8,0.375
Dídac Rodríguez Arbonès,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Dóra Erdös,0,0,0,0,0,0,1,0,0,0,0,1,0.000
E. Daniel Hirleman,0,0,1,0,0,0,0,0,0,0,0,1,0.000
E. Gerardo Mendizabal-Ruiz,0,1,0,0,0,0,0,0,0,0,0,1,0.000
E. J. Chichilnisky,0,0,0,0,0,0,0,1,1,0,2,4,0.750
E. James Kehoe,0,1,0,0,0,0,0,0,0,0,0,1,0.000
E. K. Park,0,0,1,0,0,0,0,0,0,0,0,1,0.000
E. Ribnick,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eakta Jain,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eamonn J. Keogh,1,1,2,1,2,1,2,0,3,1,1,15,0.333
Earl W. Bailey,0,0,2,0,0,0,0,0,0,0,0,2,0.000
Eben Gay,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Ece Kamar,1,0,0,0,0,0,0,2,0,0,2,5,0.400
Eckart Michaelsen,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Ed P. Sparks,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Ed Vul,0,0,3,1,0,0,0,1,0,0,0,5,0.000
Eddy Ilg,0,0,0,0,0,0,0,0,0,1,2,3,1.000
Eddy Maddalena,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edel B. García Reyes,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edelweis Rohrer,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eden Shalom Erez,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eder Ferreira Martins,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Edgar A. Bernal,0,0,0,0,0,0,0,1,1,0,2,4,0.750
Edgar J. Lobaton,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edgar Meij,0,4,1,1,1,1,2,0,2,0,1,13,0.231
Edgar Mueller,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Edgar Rowton,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Edgar Seemann,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edgar Simo-Serra,0,0,0,0,0,1,1,0,1,1,1,5,0.600
Edgar Sucar,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edgard Marx,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edgardo Molina,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edie Rasmussen,0,0,0,0,1,1,0,0,0,0,0,2,0.000
Edilson de Aguiar,1,0,1,0,0,0,0,0,1,0,0,3,0.333
Edisson Braga Araújo,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Edith Cohen,0,0,0,0,0,0,0,1,1,0,1,3,0.667
Edith Elkind,1,2,0,2,2,2,1,2,2,2,4,20,0.400
Edith Hemaspaandra,1,1,0,1,0,0,0,1,0,0,1,5,0.200
Edith Law,0,0,1,0,2,0,0,0,0,0,0,3,0.000
Edith Schonberg,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edleno Silva de Moura,0,0,0,0,1,0,1,0,0,0,0,2,0.000
Edmond A. Jonckheere,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Edmond Awad,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Edmond Boyer,0,3,1,2,2,1,0,2,2,1,1,15,0.267
Edmond Chow,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Edmondo Trentin,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Edmund H. Durfee,0,2,0,0,1,1,1,1,0,0,0,6,0.000
Edo Collins,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edo Liberty,0,0,0,0,1,1,2,1,1,1,0,7,0.286
Edoardo M. Airoldi,0,1,0,0,1,0,1,0,1,0,1,5,0.400
Edoardo Pignotti,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Edouard Grave,0,0,0,0,1,0,0,0,0,0,1,2,0.500
Edouard Klein,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Edouard Oyallon,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Edouard Pauwels,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edson Amaro Júnior,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eduard C. Dragut,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Eduard C. Hoenkamp,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eduard Eiben,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eduard Gröller,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Eduard H. Hovy,1,0,0,0,0,0,0,0,1,0,1,3,0.667
Eduard Serradell,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eduard Trulls,0,0,0,0,0,0,1,1,0,1,0,3,0.333
Eduarda Mendes Rodrigues,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eduardo Alho,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eduardo Ariño de la Rubia,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Eduardo B. Almeida,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Eduardo Blancas Reyes,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eduardo Blanco 0002,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eduardo Corona,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Eduardo Fermé,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Eduardo Gudis,0,0,0,0,0,1,1,0,0,0,0,2,0.000
Eduardo Monari,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eduardo Perez-Pellitero,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eduardo R. Corral-Soto,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eduardo Ros,0,0,0,0,0,0,1,1,0,0,0,2,0.000
Eduardo Sontag,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Edward A. Essock,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edward A. Fox,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Edward Bortnikov,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Edward Boyden,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edward Challis,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Edward Chang,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edward Choi,0,0,0,0,0,0,0,0,0,2,1,3,1.000
Edward Curry,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Edward Cutrell,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Edward D. Thompson,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edward Grefenstette,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Edward H. Adelson,1,1,1,1,1,0,1,0,3,1,1,11,0.455
Edward Hsiao,0,0,0,1,0,1,1,0,0,0,0,3,0.000
Edward J. Delp,0,0,0,0,0,0,0,0,0,1,3,4,1.000
Edward J. Golob,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edward J. Skiko,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edward Johns,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Edward K. Wong,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Edward Keefer,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Edward Kei Shiu Ho,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edward Kim,0,0,0,1,0,1,0,0,0,0,0,2,0.000
Edward L. Chaney,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Edward Lank,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edward Meeds,0,1,0,0,0,0,0,0,1,0,0,2,0.500
Edward Ofori,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edward Pepperell,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Edward R. Dougherty,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Edward Raff,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edward Rosten,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Edward Shen,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Edward Snelson,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Edward Thomas,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edward Vul,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Edward W. Wild,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Edward Wertz,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edward Y. Chang,1,1,0,0,1,1,0,0,2,1,1,8,0.500
Edwin P. D. Pednault,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Edwin R. Hancock,1,0,1,2,1,0,0,0,0,0,0,5,0.000
Edwin Stoudenmire,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Edwin V. Bonilla,1,0,0,1,1,0,0,2,1,0,0,6,0.167
Edwin van Huis,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Ee Hui Lim,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Ee Ping Ong,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ee-Chien Chang,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Ee-Peng Lim,1,2,0,1,1,0,0,2,1,1,1,10,0.300
Eemil Lagerspetz,0,1,0,0,0,0,0,0,0,0,1,2,0.500
Eero P. Simoncelli,1,2,1,1,2,2,0,0,0,0,1,10,0.100
Effrosini Kokiopoulou,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Efstratios Bourtsoukidis,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Efstratios Gavves,0,0,0,0,0,1,0,2,1,3,3,10,0.700
Efstratios Tsougenis,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Efthimis N. Efthimiadis,1,0,0,1,0,0,0,0,0,0,0,2,0.000
Eftychios A. Pnevmatikakis,0,0,0,0,0,0,2,0,0,0,1,3,0.333
Egemen Tas,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Egidijus Auksorius,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Egil Bae,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Egon L. van den Broek,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Egon Stemle,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Egor Ianovski,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Egor V. Kostylev,0,0,0,0,0,0,1,0,1,2,1,5,0.800
Ehsan Abbasi,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ehsan Abbasnejad,0,0,0,0,0,1,0,0,2,0,0,3,0.667
Ehsan Adeli-Mosabbeb,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Ehsan Elhamifar,0,0,1,0,2,2,0,0,1,1,2,9,0.444
Ehsan Emamjomeh-Zadeh,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Ehsan Fazl Ersi,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Ehsan Nazerfard,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Ehsan Shahrian,0,0,0,0,0,1,1,0,0,0,0,2,0.000
Ehtesham Hassan,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Ehud Rivlin,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eibe Frank,0,0,0,1,0,0,0,0,1,0,0,2,0.500
Eiichi Yoshida,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Eiichiro Sumita,1,0,0,0,0,0,0,0,0,1,1,3,0.667
Eija Airio,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Eiji Mizutani,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eiji Takimoto,0,0,0,0,0,0,0,0,2,0,0,2,1.000
Eiji Uchibe,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Eiko Kai,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Eilon Vaadia,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Einat Kermany,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Eino Hinkkanen,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Einoshin Suzuki,0,0,1,0,0,0,0,0,0,1,0,2,0.500
Eirikur Agustsson,0,0,0,0,0,0,0,0,0,0,3,3,1.000
Eirini Kaldeli,0,0,0,0,1,0,0,0,0,0,0,1,0.000
Eirini Ntoutsi,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eisuke Ito,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Ejaz Ahmed,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Ekaterina Gladkikh,0,0,0,0,0,0,0,0,1,1,0,2,1.000
Ekaterina H. Spriggs,1,0,1,0,0,0,0,0,0,0,0,2,0.000
Ekaterina Ovchinnikova,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Ekaterina Tikhoncheva,0,0,0,0,0,0,0,0,0,1,0,1,1.000
El Mahdi El Mhamdi,0,0,0,0,0,0,0,0,0,0,2,2,1.000
El-Houssine Bouyakhf,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Elad Dokow,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Elad Gilboa,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Elad Hazan,3,2,2,3,3,1,1,4,4,4,2,29,0.345
Elad Hoffer,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elad Kravi,0,0,0,0,0,0,0,1,1,0,0,2,0.500
Elad Liebman,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elad Mezuman,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Elad Richardson,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Elad Shahar,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Elad Yom-Tov,0,0,0,1,2,0,1,0,1,0,0,5,0.200
Elaine A. Corbett,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Elaine Angelino,0,0,0,0,0,0,0,0,1,0,1,2,1.000
Elaine G. Toms,0,0,2,0,0,0,0,0,0,0,0,2,0.000
Elchanan Mossel,0,0,0,0,0,0,0,1,1,1,0,3,0.667
Eldan Cohen,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eldar Insafutdinov,0,0,0,0,0,0,0,0,0,1,2,3,1.000
Elden Yu,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Eleanor Batty,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Eleanor G. Rieffel,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Eleazar Eskin,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Elem Güzel Kalayci,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elena Agapie,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Elena Bernardis,0,0,0,2,0,0,0,0,0,0,0,2,0.000
Elena Botoeva,0,0,0,0,0,1,0,1,0,1,0,3,0.333
Elena Demidova,0,0,0,1,0,1,1,0,0,1,0,4,0.250
Elena Eneva,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Elena Grigorescu,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elena Ikonomovska,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Elena Kelareva,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Elena Simperl,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Elena Smirnova,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Elena Stumm,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elena Zheleva,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Eleni Triantafillou,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Eleonora Vig,0,0,0,0,0,0,0,1,0,2,0,3,0.667
Elham Shaabani,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Elham Tabassi,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Elhanan Elboher,0,0,0,0,0,0,1,0,0,0,0,1,0.000
Eli Arbel,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Eli Gutin,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Eli Rata,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eli Saber,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Eli Shechtman,1,2,0,1,0,3,1,1,1,0,5,15,0.400
Eli Upfal,1,2,0,0,0,1,0,0,2,4,0,10,0.600
Elia Porciani,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elias B. Khalil,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elias Bareinboim,0,0,0,0,2,1,2,2,2,0,2,11,0.364
Elias Boutros Khalil,0,0,0,0,0,0,0,1,0,1,0,2,0.500
Elias Fernández Domingos,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Elias Marcopoulos,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elias N. Zois,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elias Vicari,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Elie A. Shammas,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elie Bienenstock,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Eliezer Yudkowsky,0,0,0,0,0,0,0,0,1,0,0,1,1.000
Elif Aktolga,0,0,1,0,1,0,1,0,0,0,0,3,0.000
Elif Kürklü,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Elijah Mayfield,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elin Anna Topp,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elinor Brondwine,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elisa Addimanda,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Elisa Cilia,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Elisa Ricci,0,0,0,0,1,0,0,0,0,2,4,7,0.857
Elisa Sayrol,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elisabeth Georgii,0,0,1,0,0,0,0,0,0,0,0,1,0.000
Elisabetta Chicca,1,0,0,0,0,0,0,0,0,0,0,1,0.000
Elisabetta Delponte,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elise Arnaud,0,1,0,1,0,0,0,0,0,0,0,2,0.000
Elise Bonzon,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elissa Aminoff,0,0,0,0,0,0,0,0,0,1,0,1,1.000
Elizabeth A. Jensen,0,0,0,0,0,0,0,2,0,0,0,2,0.000
Elizabeth Bradley,0,1,0,0,1,0,0,0,0,0,0,2,0.000
Elizabeth Burrows,0,0,0,1,0,0,0,0,0,0,0,1,0.000
Elizabeth Denicola,0,0,0,0,0,0,0,1,0,0,0,1,0.000
Elizabeth Martin,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Elizabeth R. Sowell,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Elizabeth Searles,0,0,0,0,0,0,0,0,0,1,1,2,1.000
Elizabeth Shtrom,0,0,0,0,0,1,0,0,0,0,0,1,0.000
Elizabeth Sklar,0,0,0,0,2,0,0,0,0,0,0,2,0.000
Elizabeth Staruk,0,0,0,0,0,0,0,0,0,0,2,2,1.000
Elizabeth Wu,0,1,0,0,0,0,0,0,0,0,0,1,0.000
Elke A. Rundensteiner,0,0,0,0,0,0,0,1,1,0,3,5,0.800
Elke Kirschbaum,0,0,0,0,0,0,0,0,0,0,1,1,1.000
Ella Bolshinsky,0,0,0,0,0,0,0,0,1,0,0,1,1.000
