author,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,total
Anil C. Kokaram,0,0,0,0,1,0,1,0,0,0,0,2
Kyomin Jung,1,1,1,1,0,0,0,0,0,0,0,4
Fabio Cecchi,0,0,0,0,0,0,0,0,0,0,1,1
Xiaoming Yuan,0,0,0,0,0,0,0,0,1,0,1,2
Naonori Kakimura,0,0,0,0,0,0,0,0,0,0,2,2
Florian Brandl,0,0,0,0,0,0,0,1,1,1,0,3
David Applegate,0,0,0,0,1,0,0,0,0,0,0,1
Vladimir Pekar,0,1,0,0,0,0,0,0,0,0,0,1
Juanyong Duan,0,0,0,0,0,0,0,0,1,0,0,1
Quang-Cuong Pham,0,0,0,0,0,0,1,0,0,0,0,1
Ji Xu,0,0,0,0,0,0,0,0,0,1,0,1
Pablo Castells,0,0,0,1,3,2,2,0,0,0,1,9
Yanan Liu,0,0,0,1,0,0,0,0,0,0,0,1
Jason Sleight,0,0,0,0,0,0,0,1,0,0,0,1
Dan Rosenbaum,0,0,0,0,0,0,1,0,1,0,0,2
Byung-Woo Hong,0,1,0,0,0,0,1,1,0,0,1,4
Yun Huang,0,0,0,0,0,0,0,0,0,0,1,1
Sven Thiele,0,0,0,1,0,0,0,0,0,0,0,1
Vijay Badrinarayanan,0,0,0,1,1,0,0,0,0,1,0,3
Ellery Wulczyn,0,0,0,0,0,0,0,0,0,1,0,1
Takayuki Suyama,0,0,0,0,0,0,0,0,0,1,0,1
Deepak S. Turaga,0,0,1,0,0,0,0,1,4,0,3,9
Xu Yang,1,0,0,0,0,0,0,0,0,2,0,3
Chao Dong,0,0,0,0,0,0,0,0,0,0,1,1
Xi Yin 0001,0,0,0,0,0,0,0,0,0,0,1,1
Francis F. Steen,0,0,0,0,0,0,0,1,0,0,0,1
Chang Dong Yoo,0,0,0,0,1,0,0,0,1,0,0,2
Surajit Chaudhuri,1,0,0,0,0,1,0,0,0,0,0,2
Eibe Frank,0,0,0,1,0,0,0,0,2,0,0,3
Joost van de Weijer,1,0,1,1,1,1,1,2,0,0,0,8
Dimitris Palyvos-Giannas,0,0,0,0,0,0,0,0,0,1,0,1
Viorica Patraucean,0,0,0,0,0,0,1,0,0,1,0,2
Jared B. Bowden,0,0,0,1,0,0,0,0,0,0,0,1
Jianlong Wu,0,0,0,0,0,0,0,0,0,0,1,1
Fangkai Yang,0,0,0,0,0,0,1,1,0,1,0,3
Cong Yu 0001,0,1,0,1,0,1,1,1,0,1,0,6
Caleb M. Chacha,0,0,0,0,0,0,1,0,0,0,0,1
Misha Ahrens,1,0,0,0,0,0,0,0,0,0,0,1
Yan Li,0,0,2,1,0,0,0,0,0,1,0,4
Peng Ye,0,0,0,0,0,1,1,3,0,0,0,5
Linkai Luo,0,0,0,0,0,0,0,0,0,0,1,1
Marcos Martinez-Diaz,0,1,0,0,0,0,0,0,0,0,0,1
Ziqiang Cao,0,0,0,0,0,0,0,0,2,1,2,5
Saharon Rosset,2,1,1,1,1,0,0,0,0,0,0,6
Daniel Whiteson,1,0,0,0,0,0,0,1,0,0,0,2
Wenjia Yuan,0,0,0,0,1,0,0,0,0,0,0,1
Michele Nappi,0,0,0,1,0,0,0,0,0,0,0,1
Elsa Lopes,0,0,0,0,1,0,0,0,0,0,0,1
Oren Kurland,1,4,2,1,2,4,5,7,0,3,1,30
Elad Richardson,0,0,0,0,0,0,0,0,0,1,1,2
Nicola Ferro,0,0,0,0,0,0,0,1,0,2,2,5
Dezhao Song,0,0,0,0,0,0,0,0,0,2,0,2
Minsik Lee,0,0,0,0,0,0,1,1,2,1,0,5
Elizabeth Martin,0,1,0,0,0,0,0,0,0,0,0,1
John Dunagan,0,0,0,0,1,0,0,0,0,0,0,1
F. Ries,0,0,0,0,1,0,0,0,0,0,0,1
Tivadar Papai,0,0,0,0,0,1,1,0,0,0,0,2
Naama Zwerdling,0,0,2,1,0,0,0,0,0,0,0,3
Vincent M. B. Silenzio,0,0,0,0,0,0,0,0,1,0,0,1
Jiawan Zhang,0,0,0,0,0,0,1,0,0,0,1,2
John Guiver,0,1,0,0,0,0,0,0,0,0,0,1
Sharma Chakravarthy,0,0,0,1,0,0,0,0,0,0,0,1
Xiaowei Huang,0,0,0,0,1,2,0,2,1,4,2,12
James Laskey,0,0,0,0,0,0,0,0,0,1,0,1
Nando de Freitas,2,1,0,0,0,1,2,1,2,3,2,14
Ying-li Tian,2,0,0,0,0,0,0,0,0,0,0,2
Thomas P. Andriacchi,1,0,0,0,0,0,0,0,0,0,0,1
Todd K. Leen,0,1,0,0,0,0,0,0,0,0,0,1
Laurianne Sitbon,1,0,0,0,1,0,0,0,0,0,0,2
David J. Stracuzzi,0,0,0,0,0,0,1,0,0,0,0,1
Hong Cao,0,0,0,0,0,0,0,0,1,1,0,2
Sharad Malik,0,0,0,0,0,0,0,0,0,1,0,1
Loc Bui,0,0,0,0,1,0,0,0,0,0,0,1
Shaul Markovitch,3,1,0,1,1,3,1,1,1,0,0,12
Yun Zhou,1,0,0,0,0,0,0,0,1,0,0,2
Ming C. Leu,0,0,0,0,0,0,0,0,1,0,0,1
Vitaliy Kurlin,0,0,0,0,0,0,0,1,0,0,0,1
Leandro Chaves Rêgo,1,0,0,0,0,0,0,0,0,0,0,1
Assaf Hallak,0,0,0,0,0,0,1,0,0,1,0,2
Priya L. Donti,0,0,0,0,0,0,0,0,0,0,1,1
Shixiang Lu,0,0,0,0,0,0,1,0,0,0,0,1
Tomislav Hrkac,0,0,0,0,0,0,0,0,0,0,1,1
Soumith Chintala,0,0,0,0,0,0,1,0,1,0,1,3
Jeffrey Regier,0,0,0,0,0,0,0,0,1,0,1,2
Andrew H. Fagg,0,0,0,0,0,0,0,0,1,0,0,1
Steffen Lalande,0,0,0,0,0,0,0,0,1,0,0,1
Sahisnu Mazumder,0,0,0,0,0,0,0,0,0,0,1,1
Zhengshen Jiang,0,0,0,0,0,0,0,0,0,0,1,1
C. Mario Christoudias,0,1,1,0,0,1,2,0,0,0,0,5
Loizos Michael,1,1,2,0,1,0,1,2,1,0,0,9
Meilun Li,0,0,0,0,0,0,0,0,1,0,0,1
Edleno Silva de Moura,0,0,0,0,1,0,1,0,0,0,0,2
Daniel Alabi,0,0,0,0,0,0,0,0,0,0,1,1
Tomoyuki Shirai,0,0,0,0,0,0,0,1,0,0,0,1
Jan Matschke,0,0,0,0,0,0,0,0,0,1,0,1
Philippos Mordohai,1,1,0,2,0,0,0,1,1,0,0,6
Youfang Lin,0,1,0,0,0,0,0,0,0,0,0,1
Denver Dash,1,0,0,0,0,0,1,0,0,0,0,2
Panagiotis Adamopoulos,0,0,0,0,0,0,0,0,1,0,0,1
Viet Quoc Pham,0,0,0,0,1,0,0,0,0,0,0,1
Volodymyr Ivanchenko,0,1,0,0,0,0,0,0,0,0,0,1
Gang Chen 0001,0,0,0,0,3,3,4,1,0,1,0,12
Lei Sha,0,0,0,0,0,0,0,0,0,0,1,1
Chetan Tonde,0,0,0,0,0,0,0,1,0,0,0,1
Ee-Chien Chang,0,1,0,0,0,0,0,0,0,0,0,1
Wai K. Yeap,1,0,0,0,0,0,0,0,0,0,0,1
Sean Robinson,0,0,0,0,0,0,0,0,0,0,1,1
Anna-Sophia Wahl,0,0,0,0,0,0,0,0,0,0,1,1
Sharon Shoham,0,0,0,0,0,0,0,0,0,1,0,1
Heidi E. Dixon,0,0,0,0,1,0,0,0,0,0,0,1
Brian Hrolenok,0,0,0,0,0,0,0,0,0,0,1,1
Xiao-Bing Xue,0,0,1,0,0,0,0,0,0,0,0,1
Ninghang Hu,0,0,0,0,0,0,0,0,0,1,0,1
Alexander Lazovik,0,0,0,0,1,0,0,0,0,0,0,1
Christian R. Shelton,0,0,0,0,0,1,0,0,0,0,0,1
Prasath Rengarajan,0,0,0,0,0,0,0,0,0,0,1,1
Michael Devyver,0,0,0,0,0,0,1,0,0,0,0,1
Krishnan Kumar,1,0,0,0,0,0,0,0,0,0,0,1
Klaus Isak,1,0,0,0,0,0,0,0,0,0,0,1
Yiming Guo,0,0,0,0,0,0,0,0,0,0,1,1
Gunnar A. Sigurdsson,0,0,0,0,0,0,0,0,0,0,1,1
Adam Meyerson,0,0,0,0,1,0,1,0,0,0,0,2
Greig I. de Zubicaray,0,1,0,0,0,0,0,0,0,0,0,1
Diane Bouchacourt,0,0,0,0,0,0,0,0,0,1,0,1
Bülent Sankur,0,1,0,1,0,0,0,0,0,0,0,2
Clément Godard,0,0,0,0,0,0,0,0,0,0,1,1
Adrian Kaehler,1,0,0,0,0,0,0,0,0,0,0,1
Rafi Bojmel,0,0,0,0,0,0,1,0,0,0,0,1
Wei Chen,0,0,2,1,0,1,4,5,4,7,9,33
Justin Thorsen,0,0,0,0,0,0,0,0,1,0,0,1
Roozbeh Mottaghi,0,0,0,0,0,1,2,2,1,2,0,8
Daisuke Miyazaki,0,0,0,1,0,0,0,0,0,0,0,1
Francesca Toni,0,0,0,0,1,1,0,0,3,3,0,8
Matt J. Kusner,0,0,0,0,0,0,0,1,1,1,2,5
Dusica Marijan,0,0,0,0,0,0,0,0,0,1,0,1
Todd M. Gureckis,0,0,0,0,0,0,0,0,0,0,1,1
Feng Min,1,0,0,0,0,0,0,0,0,0,0,1
Maoying Qiao,0,0,0,0,0,0,0,0,0,1,1,2
Prashanthi Vemuri,0,0,0,0,1,0,0,0,0,0,0,1
Jiangang Yu,0,0,0,0,1,0,0,0,0,0,0,1
Graham S. Horn,0,0,0,0,0,1,0,0,0,0,0,1
Alex Beatson,0,0,0,0,0,0,0,0,0,1,0,1
Jihun Yu,0,0,0,0,0,0,0,0,1,0,0,1
Kyeong-Jin Oh,0,0,0,0,0,0,0,1,0,0,0,1
Ross Wilkinson,1,0,0,0,0,0,0,0,0,0,0,1
Michele Brizzi,0,0,0,0,0,0,0,0,0,0,1,1
Sihang Zhou,0,0,0,0,0,0,0,0,0,0,1,1
Matthew Grum,1,0,0,0,0,0,0,0,0,0,0,1
Gerhard Sagerer,0,1,0,0,0,0,0,0,0,0,0,1
Moritz Hardt,0,0,0,0,0,1,1,3,2,1,1,9
Jian Chen,1,1,1,0,2,0,0,0,0,0,1,6
Ramakrishna Vedantam,0,0,0,0,0,0,0,0,1,1,2,4
Hsien-Tzu Cheng,0,0,0,0,0,0,0,0,0,0,1,1
Ido Bachelet,0,0,0,0,0,0,0,0,0,1,0,1
Eric C. Jensen,1,0,0,0,0,0,0,0,0,0,0,1
Aritra Ghosh,0,0,0,0,0,0,0,0,0,0,1,1
S. H. Kwok,0,0,1,0,0,0,0,0,0,0,0,1
Parisa Kaghazgaran,0,0,0,0,0,0,0,0,0,0,1,1
Kenneth W. Shum,0,0,0,0,0,0,0,0,1,0,0,1
Jing Yuan,0,0,0,1,2,1,1,0,0,1,1,7
Fabian Hadiji,0,0,0,1,0,0,2,0,1,0,0,4
Peter Reinartz,0,0,0,0,0,0,0,0,0,1,0,1
Paul Cotter,1,0,0,0,0,0,0,0,0,0,0,1
Ankur P. Parikh,0,0,0,0,1,0,0,0,0,0,0,1
Abrar H. Abdulnabi,0,0,0,0,0,0,0,0,0,0,1,1
Patrick Rebeschini,0,0,0,0,0,0,0,0,1,0,1,2
Wenchao Yu,0,0,0,0,0,0,0,0,0,0,1,1
Danny Segev,0,0,0,0,0,0,0,0,0,1,0,1
Demetri Terzopoulos,1,0,0,0,0,0,0,0,0,1,3,5
Yang Heng Kee,0,0,0,0,0,0,0,0,0,1,0,1
Xavier Maldague,0,0,0,0,0,0,1,0,0,0,0,1
Tofigh Naghibi Mohamadpoor,0,0,0,0,0,0,0,1,0,0,0,1
Defu Lian,0,0,0,0,0,0,0,1,1,3,3,8
Chaoyue Liu,0,0,0,0,0,0,0,0,0,1,0,1
Shakti Sinha,0,0,0,0,0,0,0,0,0,2,0,2
Peter D. Grünwald,0,0,0,0,0,1,0,0,0,0,0,1
Zhenzhen Xue,0,0,0,1,1,0,0,0,0,0,0,2
Shaoli Huang,0,0,0,0,0,0,0,0,0,1,0,1
Osbert Bastani,0,0,0,0,0,0,0,0,0,1,0,1
Suat Gedikli,1,0,0,0,0,0,0,0,0,0,0,1
Hang Guo,0,0,0,0,1,0,0,0,0,0,0,1
Zhifeng Bao,0,0,0,0,0,0,1,0,0,0,0,1
Elyor Kodirov,0,0,0,0,0,0,0,0,1,0,1,2
Supratik Chakraborty,0,0,0,0,0,0,0,1,1,3,0,5
A. E. Eiben,1,0,0,0,0,0,0,0,0,0,0,1
Georg P. Schoenherr,0,0,0,0,0,0,0,1,0,0,0,1
Soujanya Poria,0,0,0,0,0,0,0,0,1,0,0,1
Dorota Glowacka,0,0,0,0,0,0,0,0,1,1,0,2
Benjamin Johnson,0,0,0,0,0,0,0,0,0,1,0,1
Brian Dalessandro,0,0,1,0,0,2,3,1,0,0,0,7
Shunsuke Yoshimoto,0,0,0,0,0,0,0,0,0,0,1,1
Jingjing Wang,0,0,0,0,0,1,0,0,1,2,2,6
Fei Han,0,0,0,0,0,0,0,0,0,1,0,1
François Laviolette,0,1,1,0,1,0,1,0,0,0,1,5
Chris L. Baker,0,0,1,0,0,0,0,0,0,2,0,3
Steven J. Brams,0,0,0,0,0,1,0,0,0,0,0,1
Todd Beaupre,0,0,1,0,0,0,0,0,0,0,0,1
Ponnuthurai Nagaratnam Suganthan,0,0,0,0,0,0,0,0,0,0,1,1
Tatsunori B. Hashimoto,0,0,0,0,0,0,0,0,1,0,1,2
Kumar Krishna Agrawal,0,0,0,0,0,0,0,0,0,0,1,1
Yasuhiro Komori,0,0,0,0,0,0,0,0,0,0,1,1
Shoshana Vasserman,0,0,0,0,0,0,0,0,1,0,0,1
Federico Nespoli,0,0,0,0,0,0,0,0,1,0,0,1
Frank R. Schmidt,0,1,1,0,0,0,1,0,0,1,1,5
Cunchao Tu,0,0,0,0,0,0,0,0,0,1,2,3
Sumit Gulwani,0,0,0,0,0,1,2,3,4,0,2,12
Benedikt Brors,0,0,0,0,1,0,0,0,0,0,0,1
Minsi Wang,0,0,0,0,0,0,0,0,0,0,1,1
Aniello Murano,0,0,0,0,0,0,0,0,2,2,2,6
Shusen Liu,0,0,0,0,0,0,1,0,0,0,0,1
Yang Wan,0,0,0,0,1,0,0,0,0,0,0,1
Siddharth Gopal,0,0,0,1,0,1,1,0,0,0,0,3
Antonio Maccioni,0,0,0,0,0,0,0,0,0,1,0,1
Rasoul Rahmani,0,0,0,0,0,0,0,0,0,0,1,1
Alin Deutsch,0,0,0,0,0,0,0,1,0,0,0,1
Kecia L. Addison,0,0,0,0,0,0,0,0,1,0,0,1
Andrew Baxter,0,1,0,0,0,0,0,0,0,0,0,1
Federico Bartoli,0,0,0,0,0,0,0,0,1,0,0,1
Cees Witteveen,0,0,0,0,1,1,1,1,0,0,0,4
Hongsheng Yang,0,0,0,0,0,0,1,1,0,0,0,2
Andrea Pilzer,0,0,0,0,0,0,0,0,0,0,1,1
Cèsar Fernández,1,1,0,0,0,1,0,0,0,0,0,3
Alessandro Limongiello,1,0,0,0,0,0,0,0,0,0,0,1
Yingyu Liang,0,0,0,0,0,0,1,3,1,2,0,7
Diquan Moore,0,0,0,0,1,0,0,0,0,0,0,1
Yushi Moko,0,0,0,0,1,0,0,0,0,0,0,1
Grant Miller,0,0,0,0,0,0,0,0,0,1,0,1
Paul Nuyujukian,0,0,0,0,1,0,0,0,0,0,0,1
Mark S. Fox,0,0,0,0,0,0,0,0,1,0,0,1
Aditya Balu,0,0,0,0,0,0,0,0,0,0,1,1
Liuyun Duan,0,0,0,0,0,0,0,0,1,0,0,1
Pankaj Dayama,0,0,0,0,0,1,0,0,0,0,0,1
Andreas Haja,0,1,0,0,0,0,0,0,0,0,0,1
Liheng Xu,0,0,0,0,0,0,0,0,1,0,0,1
Yunkai Zhou,0,0,0,0,1,0,0,0,0,0,0,1
Yiming Yang,1,1,2,1,0,1,1,0,0,2,4,13
Zhihan Gao,0,0,0,0,0,0,0,0,0,0,1,1
Ketan Tang,0,0,0,0,1,0,0,1,1,0,0,3
Jun Xu 0001,1,1,0,0,1,2,0,1,0,0,0,6
Hamid Laga,0,0,0,0,0,0,0,1,0,0,0,1
Ziad Al-Halah,0,0,0,0,0,0,0,0,0,1,1,2
Zied Bouraoui,0,0,0,0,0,0,0,0,1,2,2,5
Sharon Goldwater,0,0,1,0,0,0,0,0,0,0,0,1
Mainak Mazumdar,0,0,0,0,0,0,0,0,0,0,1,1
Kimberly A. Gero,0,0,0,0,1,0,0,0,0,0,0,1
Ying Shan,1,1,0,0,0,0,0,0,0,1,1,4
Boqing Gong,0,0,0,0,0,1,1,1,0,4,2,9
Larry Zitnick,0,1,0,0,0,0,0,0,0,0,0,1
Lucie Galand,0,0,0,0,0,0,2,0,0,0,0,2
Steven M. Chase,0,0,1,0,0,0,0,0,0,0,0,1
David Raposo,0,0,0,0,0,0,0,0,0,0,1,1
Bryan Silverthorn,0,0,0,1,0,0,0,0,0,0,0,1
Phillip A. Porras,0,0,0,0,0,0,0,0,0,0,1,1
Pengyi Zhang,1,0,0,0,0,0,0,0,0,0,0,1
Simone Bianco,0,0,0,0,0,1,0,0,1,0,0,2
Lin Liang,0,1,0,1,0,0,0,0,0,0,0,2
Qi Kang,0,0,0,0,0,0,0,0,0,1,0,1
Majid Mirmehdi,0,0,0,0,0,0,0,0,0,0,1,1
Alexander Gassmann,0,0,0,1,0,0,0,0,0,0,0,1
Heather Cody Hazlett,1,0,0,0,0,0,0,0,0,0,0,1
Yanyan Lan,0,0,1,0,0,2,2,2,3,7,3,20
Rachel Fong,0,0,0,0,0,0,0,0,0,0,1,1
Shengying Jin,0,0,0,0,0,0,0,0,0,0,1,1
Hakim Bendada,0,0,0,0,0,0,1,0,0,0,0,1
Anderson Rocha,0,1,0,0,0,0,0,0,0,0,0,1
Matthew Ekstrand-Abueg,0,0,0,0,0,0,2,0,0,0,0,2
Alnur Ali,0,0,0,0,0,0,0,1,0,1,0,2
Luca Magri,0,0,0,0,0,0,0,1,0,1,0,2
Joshua Romoff,0,0,0,0,0,0,0,0,0,0,1,1
Sam Liu,0,0,0,0,1,0,0,0,0,0,0,1
Hiroki Terashima,0,0,0,0,0,1,0,0,0,0,0,1
Yishuang Ning,0,0,0,0,0,0,0,0,0,0,1,1
Tetsuro Morimoto,0,0,0,1,0,0,0,0,0,1,0,2
Toshio Uchiyama,0,0,0,0,1,0,0,0,0,0,0,1
Hyungjoo Jung,0,0,0,0,0,0,0,0,0,0,1,1
Gangyuan Jing,0,0,0,0,0,0,0,0,0,0,1,1
Ying Bai,1,1,0,0,0,0,0,0,0,0,0,2
K. Brent Venable,0,0,0,0,0,0,0,0,1,0,0,1
Bruno Weber,0,0,0,1,0,0,0,0,0,0,0,1
Jingci Ming,0,0,0,0,0,0,0,0,0,0,2,2
Lakshmanan Velusamy,0,0,0,1,0,0,0,0,0,0,0,1
Alessandro Rudi,0,0,0,0,1,0,1,0,1,1,3,7
Bruno A. Olshausen,1,1,1,1,0,0,0,0,0,0,0,4
Julien Peyras,0,2,0,0,0,0,0,0,0,0,0,2
Samuel Gershman,0,0,2,1,0,0,0,1,0,0,0,4
Xiaoxin Yin,1,0,0,0,0,0,0,0,0,0,0,1
Ziyang Chen,0,0,0,0,1,0,0,0,0,1,1,3
Tanvi Banerjee,0,0,0,0,0,0,0,0,0,1,0,1
Luiz A. Celiberto,0,0,0,0,1,0,0,0,0,0,0,1
David D. McDonald,0,1,0,0,0,0,0,0,0,1,1,3
Julie Delon,0,0,0,0,0,0,0,0,0,1,0,1
Carlos Medrano,0,0,0,0,0,0,0,0,0,0,1,1
Lijuan Duan,0,0,0,0,1,0,0,0,0,0,0,1
Kristin Branson,0,0,0,0,0,0,0,0,2,0,0,2
Cheng-Hao Tsai,0,0,0,0,0,0,2,1,1,0,0,4
Egor V. Kostylev,0,0,0,0,0,0,1,0,2,2,4,9
Liefei Xu,0,0,1,0,0,0,0,0,0,0,0,1
Manish Marwah,0,0,1,0,1,2,1,0,0,0,0,5
Zeyuan Allen Zhu,0,0,0,0,0,0,0,0,0,3,0,3
Balasubramanyan Ashok,0,0,0,0,0,0,0,0,0,1,0,1
Sotirios Batsakis,0,0,0,0,0,0,0,0,1,0,0,1
Sandeepkumar Satpal,0,0,0,0,1,0,0,0,0,0,0,1
Kerstin Bunte,0,0,0,0,0,0,0,1,0,0,0,1
Brian Frasca,0,0,1,0,0,1,1,0,0,0,0,3
Thomas Mensink,0,1,0,0,1,0,0,1,0,0,1,4
Anton Dries,0,0,0,0,0,0,1,0,1,1,1,4
Nicolas Catusse,0,0,0,0,0,0,0,0,0,1,0,1
Yonghyun Kim,0,0,0,0,0,0,0,0,0,0,1,1
Bo Shao,0,1,0,0,0,0,0,0,0,0,0,1
Arief A. Suriawinata,0,0,0,0,0,0,0,0,0,0,1,1
Manfred Mayerhofer,0,0,0,0,0,0,0,1,0,0,0,1
Nikolai F. Rulkov,0,1,0,0,0,0,0,0,0,0,0,1
Bojan Pepik,0,0,0,0,0,1,1,0,1,0,0,3
Cristina Becchio,0,0,0,0,0,0,0,0,0,0,1,1
Douglas B. Lenat,0,0,0,0,0,0,0,0,1,0,0,1
Dean Eckles,0,0,0,0,0,0,1,0,0,0,0,1
Shawn Lankton,0,1,0,0,0,0,0,0,0,0,0,1
Alexandre Lacoste,0,0,0,0,0,0,0,0,0,1,0,1
Erin Steigerwald,0,0,0,0,1,0,0,0,0,0,0,1
Karina Valdivia Delgado,0,0,0,0,0,0,1,0,0,0,0,1
Chris Quirk,0,0,2,0,0,0,0,0,0,0,0,2
Satinder Singh Baveja,1,0,0,0,0,0,0,0,0,0,0,1
Johann Schleier-Smith,0,0,0,0,0,0,0,0,1,0,0,1
Ben Murdoch,0,0,0,0,0,0,0,0,0,0,1,1
Carol Weiss,0,0,0,0,0,0,0,0,0,0,1,1
Yi-Chang Lu,0,0,0,0,0,0,0,0,0,0,1,1
Griff Weber,0,0,0,0,0,0,0,0,1,0,0,1
Feriel Souami,0,0,0,0,0,0,0,1,0,0,0,1
Xiaodong He,0,0,0,0,0,0,1,1,2,3,4,11
Stephen Boyer,0,0,0,0,0,0,0,0,1,0,0,1
Dongming Lei,0,0,0,0,0,0,0,0,0,0,1,1
Syama Sundar Rangapuram,0,0,0,0,0,0,1,1,0,0,0,2
Jose L. Part,0,0,0,0,0,0,0,0,0,0,1,1
David Hasler,0,0,0,0,1,0,0,0,0,0,0,1
Panagiotis Koutsourakis,0,0,0,1,1,1,0,0,0,0,0,3
Peter Lindes,0,0,0,0,0,0,0,0,1,0,0,1
Stephen Keeley,0,0,0,0,0,0,0,0,0,0,1,1
Maksim Lapin,0,0,0,0,0,0,0,1,2,1,0,4
S. P. van den Broek,0,0,0,0,0,0,1,0,0,0,0,1
Javier Segovia Aguas,0,0,0,0,0,0,0,0,0,2,1,3
Raja P. Yalamanchili,0,0,1,0,0,0,0,0,0,0,0,1
Krishnan Ramanathan,1,0,0,0,1,0,0,0,0,0,0,2
Michael E. Houle,0,0,0,0,0,0,0,0,1,0,0,1
Behrooz Kamgar-Parsi,0,0,0,0,1,0,0,0,0,0,0,1
Jiongkun Xie,0,0,0,0,0,0,1,0,0,0,0,1
Gaurav Veda,0,0,1,0,0,0,0,0,0,0,0,1
Nobutoshi Yamazaki,0,0,0,0,1,0,0,0,0,0,0,1
Te-Lin Wu,0,0,0,0,0,0,0,0,0,0,1,1
Pengcheng Ai,0,0,0,0,0,0,0,0,0,0,1,1
Jason Altschuler,0,0,0,0,0,0,0,0,0,0,1,1
Nathaniel J. Short,0,0,0,0,0,0,0,0,0,1,0,1
Chitta Baral,2,2,0,2,0,2,0,1,3,2,0,14
Nian-Ze Lee,0,0,0,0,0,0,0,0,0,0,1,1
Martin Azizyan,0,0,0,0,0,0,1,0,0,0,0,1
Zhangzhang Si,0,0,1,0,0,0,0,0,0,0,0,1
Ramakrishna R. Nemani,0,0,0,0,0,0,0,0,0,0,1,1
Vimal Mathew,1,0,0,0,0,0,0,0,0,0,0,1
Danqing Xu,0,0,0,0,1,0,0,0,0,0,0,1
John Schulman,0,0,0,0,0,0,0,0,1,2,1,4
Pranav Ramarao,0,0,0,0,0,0,0,0,0,1,0,1
Philip O'Brien,1,0,0,0,0,0,0,0,0,0,0,1
Kai Huang,0,0,0,0,0,0,1,0,0,0,0,1
Mithun Das Gupta,0,0,0,0,1,0,0,0,1,0,0,2
Yongyi Lu,0,0,0,0,0,0,0,0,1,0,0,1
Hilde Kuehne,0,0,0,0,0,0,0,1,0,0,1,2
Kushal S. Dave,0,0,0,1,0,0,0,0,0,0,0,1
Chunlei Yang,0,0,0,0,1,1,0,0,0,0,0,2
John Hainsworth,0,0,0,0,1,0,0,0,0,0,0,1
Juanita Ordonez,0,0,0,0,0,0,0,1,0,0,0,1
Kyle Reing,0,0,0,0,0,0,0,0,0,0,1,1
X. Sean Wang,0,0,0,0,0,0,0,0,0,0,1,1
Tobias Pohlen,0,0,0,0,0,0,0,0,0,0,1,1
Luc Martel,0,0,0,0,0,1,0,0,0,0,0,1
Christian Geist,0,0,0,0,0,0,0,0,1,1,0,2
Kenneth Alberto Funes Mora,0,0,0,0,0,1,0,1,0,0,0,2
Shaw Yi Chaw,2,0,0,0,0,0,0,0,0,0,0,2
Sadiye Alici,0,0,0,0,1,0,0,0,0,0,0,1
V. S. Subrahmanian,4,3,0,0,1,0,0,1,1,1,0,11
Somnath Banerjee,1,1,1,0,0,0,0,0,0,0,0,3
Hao Zhang 0003,0,1,0,0,0,0,0,0,0,0,0,1
Wenbo Dong,0,1,0,0,0,0,0,0,0,0,0,1
Peter Struss,2,0,0,0,0,0,0,0,0,0,0,2
Luo Luo,0,0,0,0,0,0,0,0,0,1,1,2
Alex Po Leung,1,0,0,0,0,0,0,0,0,0,0,1
Christoph S. Garbe,0,1,0,0,0,0,0,0,0,0,0,1
Avi Mendelson,0,0,0,0,0,0,1,0,0,0,0,1
Vladimir Golkov,0,0,0,0,0,0,0,0,0,1,0,1
Ritchie Zhao,0,0,0,0,0,0,0,0,0,0,1,1
Jonathan Scarlett,0,0,0,0,0,0,0,0,0,1,2,3
Xiaoliang Wang,0,0,0,0,0,0,0,1,0,0,1,2
Blake Anderson,0,0,0,0,1,0,0,0,0,2,1,4
Eve Fabre,0,0,0,0,0,0,0,0,1,0,0,1
Connelly Barnes,0,0,0,0,0,0,0,1,0,0,0,1
Santiago Ontañón,1,1,1,0,1,0,0,0,2,1,1,8
Lin Li 0001,2,2,0,0,0,1,0,1,0,0,0,6
Hong Qin,0,1,1,1,0,0,0,0,0,1,0,4
Fernando Amat,0,1,1,0,0,0,0,0,0,0,0,2
K. Pramod Sankar,1,0,0,1,0,0,0,0,0,0,0,2
Clint Solomon Mathialagan,0,0,0,0,0,0,0,0,1,0,0,1
Zheng Ye,0,0,1,0,2,2,0,1,0,0,0,6
Linh Thai Nguyen,1,0,0,0,0,0,0,0,0,0,0,1
Bang Wang,0,0,0,0,0,0,0,0,0,0,1,1
Yulun Du,0,0,0,0,0,0,0,0,0,0,1,1
Raquel Oliveira Prates,0,0,0,0,1,0,0,0,0,0,0,1
Zheng Yu,0,0,0,0,0,0,0,0,1,0,0,1
Peter Sunehag,0,0,0,0,0,1,0,0,0,0,0,1
Enming Luo,0,0,0,0,0,0,0,0,0,0,1,1
Fengjun Lv,1,0,0,1,2,0,0,0,0,0,0,4
Joseph Mueller,0,0,0,0,0,0,0,0,0,1,0,1
Yizhou Wang,0,0,0,0,0,0,1,0,1,0,1,3
Yifan Fu,0,0,0,0,1,0,0,0,0,0,0,1
Benjamin Klein,0,0,0,0,0,0,0,0,2,0,0,2
Andrea Loreggia,0,0,0,0,0,0,0,0,0,1,0,1
Bipin Rajendran,0,0,0,0,0,0,0,0,0,1,0,1
